date_created,problem_type,market,call_type,number_of_calls
1/13/22,type_2,market_1,repeat_call_7,4
1/13/22,type_5,market_1,initial_call,246
1/13/22,type_5,market_1,repeat_call_1,23
1/13/22,type_5,market_1,repeat_call_2,11
1/13/22,type_5,market_1,repeat_call_3,9
1/13/22,type_5,market_1,repeat_call_4,7
1/13/22,type_5,market_1,repeat_call_5,6
1/13/22,type_5,market_1,repeat_call_6,6
1/13/22,type_5,market_1,repeat_call_7,2
1/13/22,type_4,market_1,initial_call,4
1/13/22,type_4,market_1,repeat_call_1,1
1/13/22,type_4,market_1,repeat_call_2,0
1/13/22,type_4,market_1,repeat_call_3,1
1/13/22,type_4,market_1,repeat_call_4,1
1/13/22,type_4,market_1,repeat_call_5,0
1/13/22,type_4,market_1,repeat_call_6,0
1/13/22,type_4,market_1,repeat_call_7,0
1/13/22,type_3,market_1,initial_call,19
1/13/22,type_3,market_1,repeat_call_1,4
1/13/22,type_3,market_1,repeat_call_2,3
1/13/22,type_3,market_1,repeat_call_3,1
1/13/22,type_3,market_1,repeat_call_4,0
1/13/22,type_3,market_1,repeat_call_5,3
1/13/22,type_3,market_1,repeat_call_6,0
1/13/22,type_3,market_1,repeat_call_7,1
1/13/22,type_1,market_3,initial_call,9
1/13/22,type_1,market_3,repeat_call_1,3
1/13/22,type_1,market_3,repeat_call_2,0
1/13/22,type_1,market_3,repeat_call_3,1
1/13/22,type_1,market_3,repeat_call_4,0
1/13/22,type_1,market_3,repeat_call_5,0
1/13/22,type_1,market_3,repeat_call_6,0
1/13/22,type_1,market_3,repeat_call_7,0
1/13/22,type_3,market_3,initial_call,24
1/13/22,type_3,market_3,repeat_call_1,4
1/13/22,type_3,market_3,repeat_call_2,0
1/13/22,type_3,market_3,repeat_call_3,0
1/13/22,type_3,market_3,repeat_call_4,0
1/13/22,type_3,market_3,repeat_call_5,1
1/13/22,type_3,market_3,repeat_call_6,0
1/13/22,type_3,market_3,repeat_call_7,1
1/13/22,type_5,market_3,initial_call,190
1/13/22,type_5,market_3,repeat_call_1,15
1/13/22,type_5,market_3,repeat_call_2,3
1/13/22,type_5,market_3,repeat_call_3,2
1/13/22,type_5,market_3,repeat_call_4,2
1/13/22,type_5,market_3,repeat_call_5,3
1/13/22,type_5,market_3,repeat_call_6,7
1/13/22,type_5,market_3,repeat_call_7,5
1/13/22,type_4,market_3,initial_call,2
1/13/22,type_4,market_3,repeat_call_1,0
1/13/22,type_4,market_3,repeat_call_2,0
1/13/22,type_4,market_3,repeat_call_3,0
1/13/22,type_4,market_3,repeat_call_4,0
1/13/22,type_4,market_3,repeat_call_5,0
1/13/22,type_4,market_3,repeat_call_6,0
1/13/22,type_4,market_3,repeat_call_7,0
1/13/22,type_2,market_3,initial_call,74
1/13/22,type_2,market_3,repeat_call_1,4
1/13/22,type_2,market_3,repeat_call_2,3
1/13/22,type_2,market_3,repeat_call_3,2
1/13/22,type_2,market_3,repeat_call_4,0
1/13/22,type_2,market_3,repeat_call_5,0
1/13/22,type_2,market_3,repeat_call_6,0
1/13/22,type_2,market_3,repeat_call_7,2
1/13/22,type_3,market_2,initial_call,1
1/13/22,type_3,market_2,repeat_call_1,0
1/13/22,type_3,market_2,repeat_call_2,0
1/13/22,type_3,market_2,repeat_call_3,0
1/13/22,type_3,market_2,repeat_call_4,0
1/13/22,type_3,market_2,repeat_call_5,0
1/13/22,type_3,market_2,repeat_call_6,0
1/13/22,type_3,market_2,repeat_call_7,0
1/13/22,type_1,market_2,initial_call,4
1/13/22,type_1,market_2,repeat_call_1,0
1/13/22,type_1,market_2,repeat_call_2,1
1/13/22,type_1,market_2,repeat_call_3,0
1/13/22,type_1,market_2,repeat_call_4,0
1/13/22,type_1,market_2,repeat_call_5,0
1/13/22,type_1,market_2,repeat_call_6,0
1/13/22,type_1,market_2,repeat_call_7,0
1/13/22,type_5,market_2,initial_call,22
1/13/22,type_5,market_2,repeat_call_1,6
1/13/22,type_5,market_2,repeat_call_2,1
1/13/22,type_5,market_2,repeat_call_3,0
1/13/22,type_5,market_2,repeat_call_4,0
1/13/22,type_5,market_2,repeat_call_5,0
1/13/22,type_5,market_2,repeat_call_6,1
1/13/22,type_5,market_2,repeat_call_7,0
1/13/22,type_2,market_2,initial_call,31
1/13/22,type_2,market_2,repeat_call_1,1
1/13/22,type_2,market_2,repeat_call_2,0
1/13/22,type_2,market_2,repeat_call_3,0
1/13/22,type_2,market_2,repeat_call_4,0
1/13/22,type_2,market_2,repeat_call_5,0
1/13/22,type_2,market_2,repeat_call_6,0
1/13/22,type_2,market_2,repeat_call_7,0
1/13/22,type_4,market_2,initial_call,0
1/13/22,type_4,market_2,repeat_call_1,0
1/13/22,type_4,market_2,repeat_call_2,0
1/13/22,type_4,market_2,repeat_call_3,0
1/13/22,type_4,market_2,repeat_call_4,0
1/13/22,type_4,market_2,repeat_call_5,0
1/13/22,type_4,market_2,repeat_call_6,0
1/13/22,type_4,market_2,repeat_call_7,0
1/14/22,type_1,market_1,initial_call,25
1/14/22,type_1,market_1,repeat_call_1,2
1/14/22,type_1,market_1,repeat_call_2,1
1/14/22,type_1,market_1,repeat_call_3,1
1/14/22,type_1,market_1,repeat_call_4,0
1/14/22,type_1,market_1,repeat_call_5,0
1/14/22,type_1,market_1,repeat_call_6,1
1/14/22,type_1,market_1,repeat_call_7,0
1/14/22,type_3,market_1,initial_call,17
1/14/22,type_3,market_1,repeat_call_1,0
1/14/22,type_3,market_1,repeat_call_2,1
1/14/22,type_3,market_1,repeat_call_3,0
1/14/22,type_3,market_1,repeat_call_4,1
1/14/22,type_3,market_1,repeat_call_5,1
1/14/22,type_3,market_1,repeat_call_6,2
1/14/22,type_3,market_1,repeat_call_7,1
1/14/22,type_2,market_1,initial_call,219
1/14/22,type_2,market_1,repeat_call_1,3
1/14/22,type_2,market_1,repeat_call_2,1
1/14/22,type_2,market_1,repeat_call_3,10
1/14/22,type_2,market_1,repeat_call_4,10
1/14/22,type_2,market_1,repeat_call_5,8
1/14/22,type_2,market_1,repeat_call_6,6
1/14/22,type_2,market_1,repeat_call_7,7
1/14/22,type_5,market_1,initial_call,250
1/14/22,type_5,market_1,repeat_call_1,13
1/14/22,type_5,market_1,repeat_call_2,8
1/14/22,type_5,market_1,repeat_call_3,7
1/14/22,type_5,market_1,repeat_call_4,5
1/14/22,type_5,market_1,repeat_call_5,2
1/14/22,type_5,market_1,repeat_call_6,6
1/14/22,type_5,market_1,repeat_call_7,8
1/14/22,type_4,market_1,initial_call,5
1/14/22,type_4,market_1,repeat_call_1,0
1/14/22,type_4,market_1,repeat_call_2,0
1/14/22,type_4,market_1,repeat_call_3,0
1/14/22,type_4,market_1,repeat_call_4,0
1/14/22,type_4,market_1,repeat_call_5,0
1/14/22,type_4,market_1,repeat_call_6,0
1/14/22,type_4,market_1,repeat_call_7,0
1/14/22,type_1,market_3,initial_call,11
1/14/22,type_1,market_3,repeat_call_1,0
1/14/22,type_1,market_3,repeat_call_2,0
1/14/22,type_1,market_3,repeat_call_3,0
1/14/22,type_1,market_3,repeat_call_4,0
1/14/22,type_1,market_3,repeat_call_5,0
1/14/22,type_1,market_3,repeat_call_6,0
1/14/22,type_1,market_3,repeat_call_7,0
1/14/22,type_5,market_3,initial_call,197
1/14/22,type_5,market_3,repeat_call_1,11
1/14/22,type_5,market_3,repeat_call_2,3
1/14/22,type_5,market_3,repeat_call_3,1
1/14/22,type_5,market_3,repeat_call_4,2
1/14/22,type_5,market_3,repeat_call_5,4
1/14/22,type_5,market_3,repeat_call_6,2
1/14/22,type_5,market_3,repeat_call_7,7
1/14/22,type_4,market_3,initial_call,1
1/14/22,type_4,market_3,repeat_call_1,0
1/14/22,type_4,market_3,repeat_call_2,0
1/14/22,type_4,market_3,repeat_call_3,1
1/14/22,type_4,market_3,repeat_call_4,0
1/14/22,type_4,market_3,repeat_call_5,0
1/14/22,type_4,market_3,repeat_call_6,0
1/14/22,type_4,market_3,repeat_call_7,0
1/14/22,type_3,market_3,initial_call,23
1/14/22,type_3,market_3,repeat_call_1,2
1/14/22,type_3,market_3,repeat_call_2,0
1/14/22,type_3,market_3,repeat_call_3,0
1/14/22,type_3,market_3,repeat_call_4,4
1/14/22,type_3,market_3,repeat_call_5,0
1/14/22,type_3,market_3,repeat_call_6,0
1/14/22,type_3,market_3,repeat_call_7,0
1/14/22,type_2,market_3,initial_call,34
1/14/22,type_2,market_3,repeat_call_1,2
1/14/22,type_2,market_3,repeat_call_2,0
1/14/22,type_2,market_3,repeat_call_3,2
1/14/22,type_2,market_3,repeat_call_4,0
1/14/22,type_2,market_3,repeat_call_5,0
1/14/22,type_2,market_3,repeat_call_6,0
1/14/22,type_2,market_3,repeat_call_7,1
1/14/22,type_4,market_2,initial_call,1
1/14/22,type_4,market_2,repeat_call_1,0
1/14/22,type_4,market_2,repeat_call_2,0
1/14/22,type_4,market_2,repeat_call_3,0
1/14/22,type_4,market_2,repeat_call_4,0
1/14/22,type_4,market_2,repeat_call_5,0
1/14/22,type_4,market_2,repeat_call_6,0
1/14/22,type_4,market_2,repeat_call_7,0
1/14/22,type_1,market_2,initial_call,5
1/14/22,type_1,market_2,repeat_call_1,0
1/14/22,type_1,market_2,repeat_call_2,0
1/14/22,type_1,market_2,repeat_call_3,0
1/14/22,type_1,market_2,repeat_call_4,0
1/14/22,type_1,market_2,repeat_call_5,0
1/14/22,type_1,market_2,repeat_call_6,2
1/14/22,type_1,market_2,repeat_call_7,0
1/14/22,type_2,market_2,initial_call,28
1/14/22,type_2,market_2,repeat_call_1,2
1/14/22,type_2,market_2,repeat_call_2,0
1/14/22,type_2,market_2,repeat_call_3,0
1/14/22,type_2,market_2,repeat_call_4,0
1/14/22,type_2,market_2,repeat_call_5,0
1/14/22,type_2,market_2,repeat_call_6,0
1/14/22,type_2,market_2,repeat_call_7,0
1/14/22,type_5,market_2,initial_call,34
1/14/22,type_5,market_2,repeat_call_1,1
1/14/22,type_5,market_2,repeat_call_2,0
1/14/22,type_5,market_2,repeat_call_3,0
1/14/22,type_5,market_2,repeat_call_4,0
1/14/22,type_5,market_2,repeat_call_5,0
1/14/22,type_5,market_2,repeat_call_6,0
1/14/22,type_5,market_2,repeat_call_7,0
1/14/22,type_3,market_2,initial_call,0
1/14/22,type_3,market_2,repeat_call_1,0
1/14/22,type_3,market_2,repeat_call_2,0
1/14/22,type_3,market_2,repeat_call_3,0
1/14/22,type_3,market_2,repeat_call_4,0
1/14/22,type_3,market_2,repeat_call_5,0
1/14/22,type_3,market_2,repeat_call_6,0
1/14/22,type_3,market_2,repeat_call_7,0
1/15/22,type_1,market_1,initial_call,32
1/15/22,type_1,market_1,repeat_call_1,3
1/15/22,type_1,market_1,repeat_call_2,2
1/15/22,type_1,market_1,repeat_call_3,0
1/15/22,type_1,market_1,repeat_call_4,1
1/15/22,type_1,market_1,repeat_call_5,2
1/15/22,type_1,market_1,repeat_call_6,0
1/15/22,type_1,market_1,repeat_call_7,0
1/15/22,type_2,market_1,initial_call,146
1/15/22,type_2,market_1,repeat_call_1,8
1/15/22,type_2,market_1,repeat_call_2,8
1/15/22,type_2,market_1,repeat_call_3,8
1/15/22,type_2,market_1,repeat_call_4,6
1/15/22,type_2,market_1,repeat_call_5,7
1/15/22,type_2,market_1,repeat_call_6,3
1/15/22,type_2,market_1,repeat_call_7,4
1/15/22,type_5,market_1,initial_call,215
1/15/22,type_5,market_1,repeat_call_1,10
1/15/22,type_5,market_1,repeat_call_2,8
1/15/22,type_5,market_1,repeat_call_3,9
1/15/22,type_5,market_1,repeat_call_4,15
1/15/22,type_5,market_1,repeat_call_5,4
1/15/22,type_5,market_1,repeat_call_6,5
1/15/22,type_5,market_1,repeat_call_7,2
1/15/22,type_4,market_1,initial_call,3
1/15/22,type_4,market_1,repeat_call_1,0
1/15/22,type_4,market_1,repeat_call_2,0
1/15/22,type_4,market_1,repeat_call_3,0
1/15/22,type_4,market_1,repeat_call_4,1
1/15/22,type_4,market_1,repeat_call_5,0
1/15/22,type_4,market_1,repeat_call_6,0
1/15/22,type_4,market_1,repeat_call_7,0
1/15/22,type_3,market_1,initial_call,7
1/15/22,type_3,market_1,repeat_call_1,2
1/15/22,type_3,market_1,repeat_call_2,0
1/15/22,type_3,market_1,repeat_call_3,1
1/15/22,type_3,market_1,repeat_call_4,0
1/15/22,type_3,market_1,repeat_call_5,0
1/15/22,type_3,market_1,repeat_call_6,0
1/15/22,type_3,market_1,repeat_call_7,1
1/15/22,type_1,market_3,initial_call,2
1/15/22,type_1,market_3,repeat_call_1,0
1/15/22,type_1,market_3,repeat_call_2,0
1/15/22,type_1,market_3,repeat_call_3,0
1/15/22,type_1,market_3,repeat_call_4,0
1/15/22,type_1,market_3,repeat_call_5,0
1/15/22,type_1,market_3,repeat_call_6,1
1/15/22,type_1,market_3,repeat_call_7,0
1/15/22,type_2,market_3,initial_call,20
1/15/22,type_2,market_3,repeat_call_1,1
1/15/22,type_2,market_3,repeat_call_2,0
1/15/22,type_2,market_3,repeat_call_3,0
1/15/22,type_2,market_3,repeat_call_4,2
1/15/22,type_2,market_3,repeat_call_5,1
1/15/22,type_2,market_3,repeat_call_6,0
1/15/22,type_2,market_3,repeat_call_7,0
1/15/22,type_5,market_3,initial_call,44
1/15/22,type_5,market_3,repeat_call_1,4
1/15/22,type_5,market_3,repeat_call_2,1
1/15/22,type_5,market_3,repeat_call_3,3
1/15/22,type_5,market_3,repeat_call_4,3
1/15/22,type_5,market_3,repeat_call_5,1
1/15/22,type_5,market_3,repeat_call_6,1
1/15/22,type_5,market_3,repeat_call_7,0
1/15/22,type_3,market_3,initial_call,4
1/15/22,type_3,market_3,repeat_call_1,0
1/15/22,type_3,market_3,repeat_call_2,0
1/15/22,type_3,market_3,repeat_call_3,2
1/15/22,type_3,market_3,repeat_call_4,0
1/15/22,type_3,market_3,repeat_call_5,0
1/15/22,type_3,market_3,repeat_call_6,0
1/15/22,type_3,market_3,repeat_call_7,0
1/15/22,type_4,market_3,initial_call,0
1/15/22,type_4,market_3,repeat_call_1,0
1/15/22,type_4,market_3,repeat_call_2,0
1/15/22,type_4,market_3,repeat_call_3,0
1/15/22,type_4,market_3,repeat_call_4,0
1/15/22,type_4,market_3,repeat_call_5,0
1/15/22,type_4,market_3,repeat_call_6,0
1/15/22,type_4,market_3,repeat_call_7,0
1/15/22,type_1,market_2,initial_call,2
1/15/22,type_1,market_2,repeat_call_1,0
1/15/22,type_1,market_2,repeat_call_2,0
1/15/22,type_1,market_2,repeat_call_3,0
1/15/22,type_1,market_2,repeat_call_4,0
1/15/22,type_1,market_2,repeat_call_5,0
1/15/22,type_1,market_2,repeat_call_6,0
1/15/22,type_1,market_2,repeat_call_7,0
1/15/22,type_2,market_2,initial_call,15
1/15/22,type_2,market_2,repeat_call_1,1
1/15/22,type_2,market_2,repeat_call_2,0
1/15/22,type_2,market_2,repeat_call_3,0
1/15/22,type_2,market_2,repeat_call_4,0
1/15/22,type_2,market_2,repeat_call_5,0
1/15/22,type_2,market_2,repeat_call_6,0
1/15/22,type_2,market_2,repeat_call_7,0
1/15/22,type_5,market_2,initial_call,22
1/15/22,type_5,market_2,repeat_call_1,1
1/15/22,type_5,market_2,repeat_call_2,1
1/15/22,type_5,market_2,repeat_call_3,0
1/15/22,type_5,market_2,repeat_call_4,2
1/15/22,type_5,market_2,repeat_call_5,0
1/15/22,type_5,market_2,repeat_call_6,1
1/15/22,type_5,market_2,repeat_call_7,1
1/15/22,type_3,market_2,initial_call,0
1/15/22,type_3,market_2,repeat_call_1,0
1/15/22,type_3,market_2,repeat_call_2,0
1/15/22,type_3,market_2,repeat_call_3,0
1/15/22,type_3,market_2,repeat_call_4,0
1/15/22,type_3,market_2,repeat_call_5,0
1/15/22,type_3,market_2,repeat_call_6,0
1/15/22,type_3,market_2,repeat_call_7,0
1/15/22,type_4,market_2,initial_call,0
1/15/22,type_4,market_2,repeat_call_1,0
1/15/22,type_4,market_2,repeat_call_2,0
1/15/22,type_4,market_2,repeat_call_3,0
1/15/22,type_4,market_2,repeat_call_4,0
1/15/22,type_4,market_2,repeat_call_5,0
1/15/22,type_4,market_2,repeat_call_6,0
1/15/22,type_4,market_2,repeat_call_7,0
1/16/22,type_1,market_1,initial_call,24
1/16/22,type_1,market_1,repeat_call_1,1
1/16/22,type_1,market_1,repeat_call_2,3
1/16/22,type_1,market_1,repeat_call_3,2
1/16/22,type_1,market_1,repeat_call_4,1
1/16/22,type_1,market_1,repeat_call_5,1
1/16/22,type_1,market_1,repeat_call_6,0
1/16/22,type_1,market_1,repeat_call_7,0
1/16/22,type_5,market_1,initial_call,118
1/16/22,type_5,market_1,repeat_call_1,11
1/16/22,type_5,market_1,repeat_call_2,6
1/16/22,type_5,market_1,repeat_call_3,8
1/16/22,type_5,market_1,repeat_call_4,6
1/16/22,type_5,market_1,repeat_call_5,6
1/16/22,type_5,market_1,repeat_call_6,2
1/16/22,type_5,market_1,repeat_call_7,3
1/16/22,type_2,market_1,initial_call,120
1/16/22,type_2,market_1,repeat_call_1,6
1/16/22,type_2,market_1,repeat_call_2,6
1/16/22,type_2,market_1,repeat_call_3,5
1/16/22,type_2,market_1,repeat_call_4,4
1/16/22,type_2,market_1,repeat_call_5,7
1/16/22,type_2,market_1,repeat_call_6,4
1/16/22,type_2,market_1,repeat_call_7,0
1/16/22,type_4,market_1,initial_call,2
1/16/22,type_4,market_1,repeat_call_1,0
1/16/22,type_4,market_1,repeat_call_2,0
1/16/22,type_4,market_1,repeat_call_3,1
1/16/22,type_4,market_1,repeat_call_4,0
1/16/22,type_4,market_1,repeat_call_5,0
1/16/22,type_4,market_1,repeat_call_6,0
1/16/22,type_4,market_1,repeat_call_7,0
1/16/22,type_3,market_1,initial_call,7
1/16/22,type_3,market_1,repeat_call_1,1
1/16/22,type_3,market_1,repeat_call_2,1
1/16/22,type_3,market_1,repeat_call_3,0
1/16/22,type_3,market_1,repeat_call_4,0
1/16/22,type_3,market_1,repeat_call_5,0
1/16/22,type_3,market_1,repeat_call_6,0
1/16/22,type_3,market_1,repeat_call_7,2
1/16/22,type_1,market_3,initial_call,5
1/16/22,type_1,market_3,repeat_call_1,0
1/16/22,type_1,market_3,repeat_call_2,0
1/16/22,type_1,market_3,repeat_call_3,0
1/16/22,type_1,market_3,repeat_call_4,0
1/16/22,type_1,market_3,repeat_call_5,0
1/16/22,type_1,market_3,repeat_call_6,0
1/16/22,type_1,market_3,repeat_call_7,0
1/16/22,type_2,market_3,initial_call,17
1/16/22,type_2,market_3,repeat_call_1,2
1/16/22,type_2,market_3,repeat_call_2,1
1/16/22,type_2,market_3,repeat_call_3,0
1/16/22,type_2,market_3,repeat_call_4,1
1/16/22,type_2,market_3,repeat_call_5,1
1/16/22,type_2,market_3,repeat_call_6,0
1/16/22,type_2,market_3,repeat_call_7,0
1/16/22,type_5,market_3,initial_call,34
1/16/22,type_5,market_3,repeat_call_1,3
1/16/22,type_5,market_3,repeat_call_2,2
1/16/22,type_5,market_3,repeat_call_3,3
1/16/22,type_5,market_3,repeat_call_4,1
1/16/22,type_5,market_3,repeat_call_5,3
1/16/22,type_5,market_3,repeat_call_6,1
1/16/22,type_5,market_3,repeat_call_7,2
1/16/22,type_3,market_3,initial_call,7
1/16/22,type_3,market_3,repeat_call_1,1
1/16/22,type_3,market_3,repeat_call_2,0
1/16/22,type_3,market_3,repeat_call_3,0
1/16/22,type_3,market_3,repeat_call_4,0
1/16/22,type_3,market_3,repeat_call_5,0
1/16/22,type_3,market_3,repeat_call_6,0
1/16/22,type_3,market_3,repeat_call_7,0
1/16/22,type_4,market_3,initial_call,0
1/16/22,type_4,market_3,repeat_call_1,0
1/16/22,type_4,market_3,repeat_call_2,0
1/16/22,type_4,market_3,repeat_call_3,0
1/16/22,type_4,market_3,repeat_call_4,0
1/16/22,type_4,market_3,repeat_call_5,0
1/16/22,type_4,market_3,repeat_call_6,0
1/16/22,type_4,market_3,repeat_call_7,0
1/16/22,type_3,market_2,initial_call,1
1/16/22,type_3,market_2,repeat_call_1,0
1/16/22,type_3,market_2,repeat_call_2,0
1/16/22,type_3,market_2,repeat_call_3,0
1/16/22,type_3,market_2,repeat_call_4,0
1/16/22,type_3,market_2,repeat_call_5,0
1/16/22,type_3,market_2,repeat_call_6,0
1/16/22,type_3,market_2,repeat_call_7,0
1/16/22,type_1,market_2,initial_call,3
1/16/22,type_1,market_2,repeat_call_1,0
1/16/22,type_1,market_2,repeat_call_2,0
1/16/22,type_1,market_2,repeat_call_3,0
1/16/22,type_1,market_2,repeat_call_4,0
1/16/22,type_1,market_2,repeat_call_5,0
1/16/22,type_1,market_2,repeat_call_6,0
1/16/22,type_1,market_2,repeat_call_7,0
1/16/22,type_2,market_2,initial_call,9
1/16/22,type_2,market_2,repeat_call_1,1
1/16/22,type_2,market_2,repeat_call_2,0
1/16/22,type_2,market_2,repeat_call_3,0
1/16/22,type_2,market_2,repeat_call_4,0
1/16/22,type_2,market_2,repeat_call_5,0
1/16/22,type_2,market_2,repeat_call_6,0
1/16/22,type_2,market_2,repeat_call_7,0
1/16/22,type_5,market_2,initial_call,11
1/16/22,type_5,market_2,repeat_call_1,1
1/16/22,type_5,market_2,repeat_call_2,1
1/16/22,type_5,market_2,repeat_call_3,0
1/16/22,type_5,market_2,repeat_call_4,0
1/16/22,type_5,market_2,repeat_call_5,0
1/16/22,type_5,market_2,repeat_call_6,0
1/16/22,type_5,market_2,repeat_call_7,0
1/16/22,type_4,market_2,initial_call,0
1/16/22,type_4,market_2,repeat_call_1,0
1/16/22,type_4,market_2,repeat_call_2,0
1/16/22,type_4,market_2,repeat_call_3,0
1/16/22,type_4,market_2,repeat_call_4,0
1/16/22,type_4,market_2,repeat_call_5,0
1/16/22,type_4,market_2,repeat_call_6,0
1/16/22,type_4,market_2,repeat_call_7,0
1/17/22,type_4,market_1,initial_call,2
1/17/22,type_4,market_1,repeat_call_1,0
1/17/22,type_4,market_1,repeat_call_2,1
1/17/22,type_4,market_1,repeat_call_3,0
1/17/22,type_4,market_1,repeat_call_4,1
1/17/22,type_4,market_1,repeat_call_5,0
1/17/22,type_4,market_1,repeat_call_6,1
1/17/22,type_4,market_1,repeat_call_7,1
1/17/22,type_1,market_1,initial_call,40
1/17/22,type_1,market_1,repeat_call_1,1
1/17/22,type_1,market_1,repeat_call_2,0
1/17/22,type_1,market_1,repeat_call_3,0
1/17/22,type_1,market_1,repeat_call_4,1
1/17/22,type_1,market_1,repeat_call_5,2
1/17/22,type_1,market_1,repeat_call_6,1
1/17/22,type_1,market_1,repeat_call_7,0
1/17/22,type_5,market_1,initial_call,193
1/17/22,type_5,market_1,repeat_call_1,22
1/17/22,type_5,market_1,repeat_call_2,19
1/17/22,type_5,market_1,repeat_call_3,15
1/17/22,type_5,market_1,repeat_call_4,11
1/17/22,type_5,market_1,repeat_call_5,7
1/17/22,type_5,market_1,repeat_call_6,3
1/17/22,type_5,market_1,repeat_call_7,5
1/17/22,type_2,market_1,initial_call,224
1/17/22,type_2,market_1,repeat_call_1,17
1/17/22,type_2,market_1,repeat_call_2,9
1/17/22,type_2,market_1,repeat_call_3,7
1/17/22,type_2,market_1,repeat_call_4,10
1/17/22,type_2,market_1,repeat_call_5,6
1/17/22,type_2,market_1,repeat_call_6,5
1/17/22,type_2,market_1,repeat_call_7,6
1/17/22,type_3,market_1,initial_call,12
1/17/22,type_3,market_1,repeat_call_1,3
1/17/22,type_3,market_1,repeat_call_2,2
1/17/22,type_3,market_1,repeat_call_3,0
1/17/22,type_3,market_1,repeat_call_4,0
1/17/22,type_3,market_1,repeat_call_5,0
1/17/22,type_3,market_1,repeat_call_6,0
1/17/22,type_3,market_1,repeat_call_7,0
1/17/22,type_1,market_3,initial_call,9
1/17/22,type_1,market_3,repeat_call_1,0
1/17/22,type_1,market_3,repeat_call_2,0
1/17/22,type_1,market_3,repeat_call_3,0
1/17/22,type_1,market_3,repeat_call_4,0
1/17/22,type_1,market_3,repeat_call_5,0
1/17/22,type_1,market_3,repeat_call_6,0
1/17/22,type_1,market_3,repeat_call_7,0
1/17/22,type_2,market_3,initial_call,40
1/17/22,type_2,market_3,repeat_call_1,4
1/17/22,type_2,market_3,repeat_call_2,1
1/17/22,type_2,market_3,repeat_call_3,3
1/17/22,type_2,market_3,repeat_call_4,0
1/17/22,type_2,market_3,repeat_call_5,2
1/17/22,type_2,market_3,repeat_call_6,0
1/17/22,type_2,market_3,repeat_call_7,0
1/17/22,type_5,market_3,initial_call,58
1/17/22,type_5,market_3,repeat_call_1,5
1/17/22,type_5,market_3,repeat_call_2,5
1/17/22,type_5,market_3,repeat_call_3,1
1/17/22,type_5,market_3,repeat_call_4,7
1/17/22,type_5,market_3,repeat_call_5,2
1/17/22,type_5,market_3,repeat_call_6,0
1/17/22,type_5,market_3,repeat_call_7,3
1/17/22,type_4,market_3,initial_call,1
1/17/22,type_4,market_3,repeat_call_1,0
1/17/22,type_4,market_3,repeat_call_2,0
1/17/22,type_4,market_3,repeat_call_3,0
1/17/22,type_4,market_3,repeat_call_4,0
1/17/22,type_4,market_3,repeat_call_5,0
1/17/22,type_4,market_3,repeat_call_6,0
1/17/22,type_4,market_3,repeat_call_7,0
1/17/22,type_3,market_3,initial_call,5
1/17/22,type_3,market_3,repeat_call_1,3
1/17/22,type_3,market_3,repeat_call_2,0
1/17/22,type_3,market_3,repeat_call_3,1
1/17/22,type_3,market_3,repeat_call_4,2
1/17/22,type_3,market_3,repeat_call_5,0
1/17/22,type_3,market_3,repeat_call_6,0
1/17/22,type_3,market_3,repeat_call_7,0
1/17/22,type_3,market_2,initial_call,3
1/17/22,type_3,market_2,repeat_call_1,0
1/17/22,type_3,market_2,repeat_call_2,0
1/17/22,type_3,market_2,repeat_call_3,0
1/17/22,type_3,market_2,repeat_call_4,0
1/17/22,type_3,market_2,repeat_call_5,0
1/17/22,type_3,market_2,repeat_call_6,0
1/17/22,type_3,market_2,repeat_call_7,0
1/17/22,type_1,market_2,initial_call,6
1/17/22,type_1,market_2,repeat_call_1,0
1/17/22,type_1,market_2,repeat_call_2,0
1/17/22,type_1,market_2,repeat_call_3,0
1/17/22,type_1,market_2,repeat_call_4,0
1/17/22,type_1,market_2,repeat_call_5,0
1/17/22,type_1,market_2,repeat_call_6,0
1/17/22,type_1,market_2,repeat_call_7,0
1/17/22,type_5,market_2,initial_call,25
1/17/22,type_5,market_2,repeat_call_1,2
1/17/22,type_5,market_2,repeat_call_2,2
1/17/22,type_5,market_2,repeat_call_3,1
1/17/22,type_5,market_2,repeat_call_4,0
1/17/22,type_5,market_2,repeat_call_5,2
1/17/22,type_5,market_2,repeat_call_6,0
1/17/22,type_5,market_2,repeat_call_7,0
1/17/22,type_2,market_2,initial_call,26
1/17/22,type_2,market_2,repeat_call_1,2
1/17/22,type_2,market_2,repeat_call_2,0
1/17/22,type_2,market_2,repeat_call_3,0
1/17/22,type_2,market_2,repeat_call_4,0
1/17/22,type_2,market_2,repeat_call_5,0
1/17/22,type_2,market_2,repeat_call_6,0
1/17/22,type_2,market_2,repeat_call_7,0
1/17/22,type_4,market_2,initial_call,0
1/17/22,type_4,market_2,repeat_call_1,0
1/17/22,type_4,market_2,repeat_call_2,0
1/17/22,type_4,market_2,repeat_call_3,0
1/17/22,type_4,market_2,repeat_call_4,0
1/17/22,type_4,market_2,repeat_call_5,0
1/17/22,type_4,market_2,repeat_call_6,0
1/17/22,type_4,market_2,repeat_call_7,0
1/18/22,type_4,market_1,initial_call,2
1/18/22,type_4,market_1,repeat_call_1,0
1/18/22,type_4,market_1,repeat_call_2,0
1/18/22,type_4,market_1,repeat_call_3,1
1/18/22,type_4,market_1,repeat_call_4,1
1/18/22,type_4,market_1,repeat_call_5,1
